plant_type,soil_type,pot_size,growth_stage,moisture,temperature,humidity,light,sunlight_hours,time_since_last_water,watering_frequency,water_needed,health_score
Snake Plant,loamy,medium,young,15.6,25.1,52.2,349.9,6.5,12.1,2,1,100.0
Fern,sandy,large,young,78.9,26.1,74.3,356.9,4.4,27.0,4,0,100.0
Snake Plant,loamy,medium,seedling,30.4,25.7,78.5,474.7,6.7,12.9,1,0,100.0
Jade Plant,loamy,large,young,28.7,24.5,57.8,1016.3,7.5,50.5,1,0,99.7
Jade Plant,loamy,large,young,4.0,23.8,61.4,793.4,9.8,49.5,1,1,86.6
Spider Plant,clay,medium,seedling,49.1,17.7,51.7,465.7,6.6,58.9,2,0,82.5
Fern,sandy,small,seedling,46.3,22.6,88.00326758920015,249.0,2.6,27.0,4,1,98.0
Money Plant,sandy,small,seedling,54.7,23.4,41.8,531.5,5.9,37.7,3,0,100.0
Aloe Vera,clay,small,young,17.0,34.7,75.8,998.6,9.8,38.8,1,1,84.4
Money Plant,clay,large,mature,48.5,25.5,52.9,324.2,6.8,48.3,2,0,100.0
Jade Plant,sandy,medium,seedling,19.4,17.2,91.7,965.4,9.8,23.5,1,0,64.4
Money Plant,clay,large,mature,43.2,29.0,75.7,447.1,4.6,66.4,4,0,99.0
Peace Lily,loamy,medium,mature,74.4,36.9,76.6813674382199,118.0,2.5,12.3,5,0,93.4
Tulsi,clay,small,seedling,36.1,17.6,41.9,487.9,6.0,44.5,3,1,83.5
Fern,loamy,small,mature,54.8,25.4,81.21358860221487,179.0,3.3,23.1,3,1,99.4
Tulsi,sandy,small,young,34.9,33.0,86.1,477.9,5.7,62.8,2,1,84.2
Spider Plant,sandy,large,seedling,16.3,35.0,56.4,363.3,6.1,66.7,2,1,76.2
Tulsi,sandy,large,seedling,57.8,15.2,82.7,548.2,5.9,48.9,2,0,83.7
Money Plant,loamy,large,seedling,61.3,16.6,29.6,416.9,6.6,11.5,4,0,80.9
Aloe Vera,loamy,small,mature,19.9,28.6,49.0,1139.4,8.7,67.0,1,0,98.5
Snake Plant,loamy,large,young,40.0,18.6,79.1,306.3,4.8,57.0,2,0,100.0
Areca Palm,loamy,small,seedling,61.2,18.3,85.7,511.2,6.5,69.2,3,0,90.8
Aloe Vera,sandy,small,young,30.3,36.4,46.9,1021.5,8.4,23.7,1,1,93.5
Aloe Vera,loamy,medium,mature,9.4,20.2,93.1,499.3,6.5,26.0,1,1,88.2
Money Plant,sandy,small,mature,64.3,16.6,46.6,416.2,4.7,24.0,4,0,93.7
Money Plant,sandy,large,seedling,68.4,32.6,52.1,495.8,5.8,63.3,4,0,87.8
Fern,loamy,small,young,57.5,29.4,65.06572532599752,447.9,4.7,22.4,3,0,96.4
Spider Plant,clay,small,seedling,30.1,22.0,27.7,444.4,6.5,63.1,2,0,100.0
Aloe Vera,loamy,medium,young,23.6,27.6,73.3,724.9,9.9,52.5,1,0,86.5
Tulsi,sandy,large,seedling,59.6,31.7,60.7,576.4,4.3,43.6,2,0,86.3
Aloe Vera,loamy,medium,mature,13.7,36.8,66.5,780.9,9.9,49.0,1,1,79.2
Peace Lily,clay,medium,mature,79.6,15.5,73.85989651654613,177.7,3.3,63.4,3,0,91.2
Fern,sandy,medium,seedling,73.6,30.0,90.0,567.7,5.3,45.1,4,0,94.4
Money Plant,loamy,medium,seedling,68.7,15.0,26.6,301.0,5.9,45.0,4,0,83.0
Areca Palm,sandy,medium,young,39.0,35.1,35.0,339.0,5.1,0.7,3,1,90.7
Peace Lily,clay,small,young,53.7,34.4,76.2,192.7,3.0,20.4,4,1,100.0
Fern,loamy,small,mature,67.1,34.7,86.3951401474146,165.2,3.7,41.4,4,0,98.0
Peace Lily,clay,small,mature,74.4,17.5,82.50326547489277,453.4,4.6,64.9,3,0,91.7
Jade Plant,clay,large,mature,31.2,22.0,73.6,529.5,6.5,49.8,1,0,83.6
Fern,loamy,small,mature,48.3,15.2,73.0,232.4,2.8,51.5,3,1,76.6
Tulsi,clay,small,seedling,72.4,15.3,33.9,487.1,6.5,20.9,4,0,81.7
Jade Plant,loamy,large,seedling,29.7,27.5,63.0,413.1,6.9,47.3,1,0,100.0
Areca Palm,loamy,large,mature,52.0,22.6,27.6,335.3,4.2,10.9,3,0,96.2
Fern,loamy,large,mature,69.2,33.9,75.3,417.7,4.6,67.5,5,0,100.0
Areca Palm,clay,small,seedling,68.4,35.2,86.4,592.0,6.8,21.9,4,0,78.1
Snake Plant,sandy,medium,mature,26.7,31.8,92.1,875.0,8.6,4.8,2,0,100.0
Snake Plant,clay,small,young,40.5,29.2,42.9,357.7,5.8,71.8,1,0,97.6
Snake Plant,loamy,large,mature,49.8,35.6,85.9,548.5,4.4,10.9,1,0,93.4
Fern,sandy,large,young,57.0,33.5,81.6,267.0,3.4,0.8,5,0,95.6
Areca Palm,sandy,medium,seedling,60.7,25.7,51.7,563.2,4.2,21.0,3,0,100.0
Money Plant,loamy,medium,young,47.4,15.8,86.5,386.4,6.9,21.2,4,0,86.0
Tulsi,loamy,small,young,45.1,33.0,34.8,486.3,6.7,5.4,2,0,100.0
Spider Plant,clay,large,young,44.0,18.7,43.9,480.3,5.6,35.7,1,0,100.0
Peace Lily,loamy,small,seedling,64.9,19.7,67.82564959635948,210.4,3.5,56.1,3,0,97.1
Fern,sandy,large,young,57.7,17.6,86.81165633394087,277.3,3.7,44.2,4,0,92.5
Jade Plant,loamy,small,young,17.7,29.9,56.9,797.9,7.9,47.7,1,0,99.4
Snake Plant,sandy,small,young,27.5,32.2,54.3,662.4,8.8,49.4,2,0,100.0
Spider Plant,sandy,large,young,50.2,33.9,66.3,709.9,7.1,35.9,2,0,98.1
Peace Lily,loamy,medium,young,73.7,28.8,70.93908002493305,157.0,2.4,42.6,4,0,97.5
Aloe Vera,loamy,small,young,23.4,32.3,85.8,859.0,9.3,2.2,1,0,80.7
Monstera,clay,small,young,65.5,36.9,77.34993650049678,472.6,5.3,66.7,4,0,87.7
Jade Plant,clay,large,mature,29.9,24.0,43.4,872.6,9.6,58.9,1,0,95.8
Fern,clay,small,seedling,44.0,36.1,93.72614933304949,219.6,2.5,60.7,3,1,61.3
Areca Palm,clay,large,mature,36.9,26.2,73.7,453.0,4.5,20.1,3,1,100.0
Aloe Vera,sandy,large,young,4.9,17.1,53.1,754.6,9.9,40.7,1,1,91.4
Jade Plant,clay,medium,mature,33.5,18.7,56.3,910.4,9.2,0.8,1,0,98.1
Monstera,clay,small,seedling,84.3,31.3,78.52208653064932,540.8,5.8,0.3,5,0,86.4
Jade Plant,clay,large,seedling,15.8,15.6,49.2,575.9,7.0,61.7,1,0,75.5
Jade Plant,clay,medium,seedling,16.6,32.3,85.9,695.6,9.7,57.1,1,0,75.5
Spider Plant,sandy,small,seedling,36.5,31.8,53.4,598.4,5.9,3.3,1,0,89.9
Monstera,loamy,large,mature,79.6,32.4,90.23843707717708,102.1,2.6,15.5,4,0,100.0
Snake Plant,sandy,medium,young,40.5,20.0,77.9,1091.3,7.4,62.5,2,0,100.0
Fern,loamy,large,young,67.1,19.4,69.44989036656806,200.2,3.8,5.8,3,0,95.3
Spider Plant,clay,small,mature,43.1,22.6,25.6,428.3,5.1,21.4,2,0,95.5
Jade Plant,loamy,medium,mature,17.2,33.2,85.3,381.1,6.8,34.8,1,1,86.3
Aloe Vera,sandy,large,mature,20.7,21.8,51.3,741.1,8.7,10.0,1,0,100.0
Snake Plant,loamy,medium,seedling,36.5,34.3,91.7,1100.5,8.7,8.6,1,1,87.7
Aloe Vera,sandy,medium,mature,33.3,31.1,57.0,1075.5,8.5,17.8,1,0,98.8
Fern,sandy,medium,mature,53.1,27.7,83.54263025553243,226.7,3.6,37.8,3,1,97.1
Tulsi,sandy,large,mature,35.9,17.4,74.3,449.9,6.4,51.2,3,1,76.7
Areca Palm,clay,large,mature,69.6,32.0,94.5,373.9,5.1,37.1,3,0,100.0
Tulsi,loamy,small,seedling,70.3,25.3,94.6,441.6,5.7,32.8,4,0,97.4
Fern,clay,small,mature,47.2,33.1,61.36462246829453,186.5,2.6,6.4,4,1,95.5
Monstera,clay,small,young,45.1,30.4,88.4806254913797,126.1,3.5,18.4,4,1,100.0
Snake Plant,loamy,small,mature,39.3,19.2,94.8,499.1,4.9,18.7,2,0,96.2
Jade Plant,clay,large,seedling,24.6,29.8,89.5,670.9,8.7,23.8,1,0,79.4
Fern,sandy,small,seedling,54.4,19.2,65.82403576785921,522.6,4.7,39.3,5,1,100.0
Spider Plant,sandy,small,young,48.4,36.3,35.8,794.7,7.7,51.8,2,0,89.7
Aloe Vera,sandy,large,mature,8.9,16.2,47.4,911.8,9.5,7.4,1,1,92.0
Fern,clay,medium,young,78.4,19.5,86.01103320897718,367.9,5.0,0.1,4,0,98.3
Fern,sandy,medium,young,64.8,29.4,83.95015679685592,240.7,2.4,13.1,4,0,100.0
Spider Plant,sandy,small,mature,24.6,19.3,75.6,461.8,6.4,19.6,2,0,95.7
Areca Palm,sandy,small,young,50.3,21.8,26.8,498.3,6.0,27.6,4,0,100.0
Monstera,loamy,small,seedling,78.5,17.3,76.24753391723151,494.2,4.7,65.6,4,0,80.9
Peace Lily,sandy,medium,mature,43.1,23.6,91.59405796019624,316.0,5.6,71.4,4,1,86.7
Spider Plant,clay,large,seedling,28.1,35.2,78.7,389.4,4.9,32.7,1,1,80.3
Aloe Vera,loamy,large,mature,29.9,34.0,81.4,743.6,8.5,7.4,1,1,89.0
Peace Lily,loamy,large,seedling,72.5,23.7,85.46845790683867,191.9,3.3,55.8,3,0,99.5
Tulsi,sandy,small,young,51.0,26.6,53.9,321.1,6.6,41.6,3,0,97.0
Snake Plant,clay,small,mature,48.3,30.4,80.0,553.1,4.6,30.6,2,0,100.0
Aloe Vera,sandy,medium,seedling,29.4,27.6,66.0,1137.9,7.3,64.4,1,0,100.0
Peace Lily,clay,small,young,66.8,18.3,85.3681862551433,376.7,5.2,8.2,5,0,98.0
Areca Palm,clay,small,mature,50.0,20.5,27.6,555.2,4.2,20.8,3,0,95.7
Spider Plant,clay,large,young,48.7,17.0,77.0,337.1,4.4,66.2,2,0,85.5
Jade Plant,loamy,small,seedling,15.6,28.5,88.6,343.5,6.8,37.3,1,0,89.0
Tulsi,loamy,medium,mature,72.1,33.5,25.3,389.2,4.6,10.9,2,0,100.0
Jade Plant,clay,medium,seedling,15.8,27.4,89.7,974.2,7.4,27.0,1,0,84.4
Spider Plant,clay,small,seedling,51.6,35.1,85.7,586.6,5.5,6.2,2,0,77.3
Fern,sandy,large,young,55.1,30.5,82.3,357.6,5.7,59.5,3,0,100.0
Money Plant,sandy,medium,young,68.8,37.6,83.4,587.2,4.2,38.9,3,0,90.6
Fern,loamy,small,young,78.1,16.2,85.27102453783588,371.0,4.4,2.8,4,0,93.9
Areca Palm,clay,medium,young,66.0,25.3,52.7,557.9,4.7,1.3,4,0,95.9
Tulsi,clay,medium,mature,55.2,33.1,44.2,410.7,5.5,21.8,2,0,100.0
Jade Plant,sandy,small,young,5.1,30.4,81.1,753.0,8.4,27.0,1,1,83.6
Peace Lily,clay,large,mature,49.0,23.8,62.498316995969155,123.7,2.8,33.4,5,1,100.0
Areca Palm,sandy,medium,young,37.0,16.2,81.4,504.1,4.6,31.6,2,1,85.7
Peace Lily,sandy,medium,seedling,66.8,27.7,71.53263843365922,512.9,5.2,18.6,4,0,98.4
Tulsi,loamy,large,mature,58.8,25.7,44.5,360.8,5.0,44.6,3,0,100.0
Areca Palm,loamy,large,mature,33.5,30.8,34.3,455.4,6.7,71.7,3,1,86.1
Aloe Vera,clay,large,seedling,29.6,23.4,65.1,920.2,8.4,69.9,1,0,98.2
Spider Plant,clay,small,seedling,26.3,34.7,31.0,324.5,5.8,70.2,2,1,70.3
Peace Lily,clay,medium,mature,71.2,17.4,93.53257934741842,315.4,4.7,28.8,5,0,85.3
Spider Plant,loamy,medium,young,18.2,30.1,38.0,461.3,4.1,19.7,2,1,100.0
Aloe Vera,loamy,small,seedling,10.2,35.8,54.8,1137.2,8.4,35.6,1,1,76.4
Aloe Vera,clay,large,mature,24.5,36.9,25.9,899.7,8.9,38.0,1,1,86.7
Snake Plant,loamy,small,young,39.1,19.6,25.5,327.4,6.2,39.1,1,0,95.3
Areca Palm,sandy,small,young,58.7,19.6,58.0,399.1,5.8,32.4,2,0,95.8
Money Plant,sandy,small,seedling,47.4,30.2,49.6,495.8,5.1,7.8,4,0,90.4
Fern,loamy,small,seedling,67.4,30.0,90.1,169.2,2.5,19.1,4,0,93.0
Aloe Vera,clay,large,seedling,23.8,30.8,39.7,351.9,6.3,21.8,1,0,93.0
Tulsi,clay,large,mature,62.5,29.6,39.2,321.9,5.2,9.7,2,0,100.0
Spider Plant,loamy,large,seedling,40.5,35.5,82.6,758.2,8.7,35.7,2,1,81.5
Aloe Vera,sandy,large,mature,27.4,31.6,32.1,866.9,9.4,46.1,1,0,100.0
Fern,clay,medium,young,52.5,26.1,70.15866605436574,518.7,4.6,25.2,3,1,100.0
Fern,clay,small,young,45.7,15.9,61.60644093135148,296.7,2.8,62.5,5,1,72.0
Aloe Vera,clay,large,young,6.2,15.6,26.5,516.5,7.0,26.9,1,1,94.0
Snake Plant,clay,small,mature,42.8,30.2,58.5,812.3,8.9,66.2,2,0,100.0
Aloe Vera,clay,small,young,11.2,35.4,41.9,675.4,8.6,31.2,1,1,93.7
Tulsi,clay,small,seedling,58.0,36.3,53.1,435.1,6.8,45.8,2,0,79.6
Tulsi,sandy,large,young,63.6,32.1,26.1,568.6,4.2,0.3,3,0,96.9
Aloe Vera,loamy,large,mature,27.0,21.1,25.8,811.2,8.3,33.7,1,0,100.0
Jade Plant,clay,large,young,23.0,21.3,76.8,914.4,8.7,6.6,1,0,88.3
Snake Plant,sandy,small,seedling,45.7,18.7,66.5,516.0,5.5,7.7,2,0,90.4
Aloe Vera,sandy,small,seedling,11.6,32.7,86.5,318.4,6.1,3.6,1,0,77.3
Tulsi,loamy,medium,young,37.0,15.0,27.0,474.4,6.0,62.7,2,1,74.9
Tulsi,sandy,small,seedling,33.2,32.7,49.9,407.2,4.5,42.8,4,1,85.8
Spider Plant,sandy,medium,mature,44.9,18.7,82.1,444.0,5.2,21.7,2,0,99.9
Aloe Vera,sandy,medium,seedling,8.8,37.4,68.1,741.7,8.0,2.5,1,1,80.9
Areca Palm,clay,small,mature,58.7,19.3,34.6,415.7,5.3,70.2,4,0,97.6
Fern,sandy,small,mature,44.9,17.2,72.68502773453821,289.1,3.6,4.5,4,1,88.1
Snake Plant,clay,small,seedling,33.2,20.4,62.0,483.7,4.8,17.3,2,0,100.0
Areca Palm,sandy,large,mature,39.8,20.9,92.3,461.1,4.0,45.2,3,1,100.0
Fern,clay,medium,mature,69.6,20.1,65.20010834496814,110.2,2.6,59.4,4,0,100.0
Spider Plant,clay,large,mature,50.2,23.3,31.5,421.6,6.8,38.9,2,0,99.8
Money Plant,sandy,small,seedling,54.5,26.9,26.0,500.0,4.1,56.3,4,0,100.0
Fern,clay,small,seedling,53.8,30.4,85.68065854180648,215.1,2.3,50.0,3,1,79.1
Fern,sandy,small,young,70.7,29.4,90.11931657881506,237.0,2.6,31.2,4,0,96.8
Spider Plant,clay,medium,young,40.5,17.8,71.6,1135.7,8.1,24.3,1,0,88.4
Snake Plant,clay,small,young,25.4,21.5,73.2,566.6,6.3,41.7,1,0,97.7
Monstera,clay,small,young,45.5,20.1,77.51283362540427,449.5,5.8,49.0,5,1,84.2
Areca Palm,clay,small,mature,48.8,32.0,72.9,436.6,5.9,45.9,2,0,95.2
Areca Palm,sandy,small,seedling,34.8,24.9,45.7,343.5,6.3,25.7,2,1,100.0
Spider Plant,loamy,large,mature,15.6,35.8,90.6,390.2,5.4,45.8,1,1,88.1
Peace Lily,clay,small,mature,71.7,16.6,80.94909727119628,317.7,6.0,55.1,3,0,85.8
Fern,sandy,large,seedling,74.1,25.9,88.81171535736968,467.5,4.8,31.0,4,0,100.0
Tulsi,sandy,large,mature,60.8,24.4,47.6,475.4,6.1,49.3,3,0,100.0
Aloe Vera,clay,large,young,15.3,33.9,71.2,866.8,8.4,7.9,1,1,88.1
Snake Plant,loamy,large,young,33.1,31.0,44.8,433.1,6.7,66.8,1,0,97.0
Areca Palm,loamy,large,young,62.2,21.0,56.1,349.2,6.2,27.7,3,0,100.0
Aloe Vera,clay,small,young,10.7,37.0,76.2,889.9,7.2,28.2,1,1,70.5
Tulsi,loamy,large,seedling,53.3,36.8,74.9,596.4,7.0,23.2,4,0,81.2
Tulsi,loamy,medium,seedling,38.1,29.7,89.5,519.9,5.8,52.2,3,1,72.4
Snake Plant,clay,large,mature,45.8,16.9,36.9,556.4,5.7,68.9,1,0,88.4
Snake Plant,clay,small,young,26.4,20.0,90.3,518.1,6.6,68.2,1,0,100.0
Jade Plant,sandy,small,young,20.9,16.6,38.5,477.7,6.3,54.1,1,0,91.2
Tulsi,loamy,large,seedling,52.9,21.5,44.8,591.7,6.5,70.4,3,0,99.4
Spider Plant,sandy,medium,young,23.9,29.9,70.4,342.8,6.0,28.5,2,0,100.0
Areca Palm,loamy,small,seedling,37.8,33.0,34.2,596.8,4.8,68.5,2,1,74.6
Tulsi,loamy,large,seedling,35.6,37.0,32.4,394.3,4.5,44.8,3,1,75.1
Money Plant,sandy,small,young,68.5,34.6,58.7,386.5,6.0,1.2,4,0,99.4
Money Plant,loamy,large,young,39.6,19.5,31.4,482.4,6.3,54.4,2,1,88.3
Snake Plant,clay,large,young,40.4,31.6,49.2,654.3,7.5,29.3,2,0,99.2
Fern,clay,medium,mature,69.2,23.9,86.57814798012551,177.4,3.5,55.1,4,0,99.1
Tulsi,loamy,medium,seedling,59.7,23.9,82.3,392.8,5.5,12.3,4,0,100.0
Snake Plant,loamy,medium,seedling,42.1,33.6,30.2,531.1,5.2,13.8,2,1,86.2
Aloe Vera,sandy,small,mature,25.3,18.3,90.2,1074.2,7.7,23.0,1,0,84.8
Fern,sandy,large,mature,56.0,30.1,83.7,305.4,4.9,2.9,5,0,97.1
Areca Palm,loamy,large,seedling,47.1,24.3,93.1,438.8,4.5,31.6,2,0,100.0
Monstera,clay,small,mature,74.4,19.8,75.40394391789086,494.6,5.4,21.0,4,0,95.1
Jade Plant,loamy,small,young,7.5,15.5,49.1,808.6,7.7,35.2,1,1,85.4
Fern,loamy,large,young,54.5,17.5,68.52259132608773,579.2,5.0,60.4,3,1,73.2
Tulsi,loamy,small,mature,39.8,23.1,35.1,529.7,4.7,71.3,2,1,83.8
Snake Plant,clay,medium,mature,26.2,28.8,64.5,325.9,6.7,3.8,1,0,99.0
Snake Plant,sandy,medium,mature,29.0,29.5,82.0,674.7,7.9,0.3,2,0,97.6
Spider Plant,loamy,medium,seedling,16.8,34.8,55.4,735.2,9.0,10.5,1,1,86.1
Jade Plant,sandy,small,seedling,18.6,29.3,33.2,682.7,8.1,49.4,1,0,90.5
Money Plant,loamy,large,mature,56.8,21.4,68.5,415.5,4.7,70.0,4,0,100.0
Jade Plant,sandy,large,young,14.7,29.6,26.0,370.2,6.9,52.3,1,0,100.0
Tulsi,loamy,small,mature,42.4,29.5,36.6,397.8,5.4,35.8,2,0,96.4
Money Plant,clay,large,seedling,60.1,32.4,47.2,488.9,6.6,38.5,4,0,86.5
Spider Plant,loamy,medium,young,29.5,34.9,82.9,518.3,6.4,63.9,2,1,85.5
Fern,clay,small,seedling,55.1,34.6,67.3817346327289,100.3,4.0,2.8,5,0,92.0
Aloe Vera,sandy,large,young,30.8,24.8,64.4,786.0,7.4,67.8,1,0,100.0
Aloe Vera,clay,medium,mature,21.2,15.4,77.5,896.6,9.4,25.8,1,0,70.0
Fern,sandy,large,young,78.5,29.9,60.0855021781542,140.9,3.4,25.4,5,0,100.0
Money Plant,clay,large,mature,46.6,19.8,71.9,567.6,5.0,21.1,4,0,96.8
Peace Lily,clay,small,young,82.7,36.1,93.12702486830379,276.6,3.2,62.2,4,0,89.5
Money Plant,sandy,large,mature,45.2,37.4,38.1,590.9,5.7,69.5,4,0,88.8
Peace Lily,loamy,large,seedling,53.5,29.8,74.24590786260687,357.0,5.3,49.5,5,1,70.5
Tulsi,clay,large,mature,61.8,15.5,76.9,484.3,4.0,17.4,4,0,90.7
Peace Lily,loamy,large,mature,64.5,26.7,74.5,263.1,2.7,22.1,4,0,100.0
Areca Palm,loamy,medium,seedling,56.6,22.2,37.8,582.2,4.2,40.1,4,0,100.0
Peace Lily,sandy,large,mature,80.2,20.1,77.54340682637644,109.8,2.4,11.1,5,0,98.8
Peace Lily,sandy,small,mature,49.8,16.0,74.2,246.5,2.8,46.0,5,1,93.5
Areca Palm,sandy,large,young,65.9,21.6,84.9,383.8,4.4,15.1,4,0,100.0
Tulsi,clay,large,young,68.7,26.6,64.1,362.7,6.7,60.9,3,0,100.0
Monstera,sandy,large,young,43.1,15.2,73.76485295974105,412.4,5.0,61.1,5,1,76.1
Monstera,loamy,small,young,57.4,20.0,88.09772782884714,268.1,3.6,33.5,5,0,96.6
Money Plant,clay,small,seedling,56.8,25.0,59.0,361.0,5.8,14.0,4,0,97.2
Money Plant,sandy,medium,mature,69.2,19.2,89.2,462.7,4.8,64.7,3,0,96.2
Monstera,clay,large,young,58.3,27.3,84.6,386.8,5.4,41.0,5,0,95.6
Tulsi,clay,medium,mature,69.6,25.5,35.7,595.5,6.9,1.6,2,0,96.6
Money Plant,sandy,medium,seedling,33.0,36.4,49.2,360.3,5.9,49.0,3,1,67.8
Money Plant,sandy,medium,young,58.0,37.4,83.6,499.3,6.2,59.0,4,0,89.2
Money Plant,loamy,large,seedling,56.4,19.6,29.8,395.9,5.5,1.5,3,0,100.0
Snake Plant,loamy,medium,young,16.1,22.4,62.6,542.9,4.9,62.9,1,1,80.2
Spider Plant,sandy,medium,seedling,15.4,30.7,85.2,480.6,6.2,36.7,1,1,89.4
Peace Lily,sandy,medium,young,79.2,29.7,66.42065349902559,267.8,3.3,3.2,4,0,100.0
Areca Palm,clay,large,seedling,56.5,25.7,44.7,480.0,4.1,12.8,4,0,100.0
Aloe Vera,clay,small,mature,5.5,22.1,44.6,1051.5,9.9,1.4,1,1,99.3
Peace Lily,clay,large,young,52.0,35.6,68.62181990511354,119.1,2.3,52.7,5,1,73.3
Fern,sandy,small,seedling,58.5,26.9,66.8,505.0,5.8,49.3,3,0,97.7
Snake Plant,clay,large,young,23.7,16.9,59.2,1001.5,8.1,43.6,1,0,90.2
Aloe Vera,sandy,medium,mature,32.9,16.0,86.1,981.7,8.5,17.4,1,0,72.4
Jade Plant,loamy,small,mature,13.2,17.3,76.8,768.6,7.3,38.9,1,0,74.1
Money Plant,loamy,large,young,53.6,33.4,76.6,490.2,5.5,28.4,3,0,99.5
Peace Lily,sandy,large,seedling,72.7,19.4,94.6,531.1,5.2,13.4,3,0,96.4
Peace Lily,sandy,large,young,47.5,22.7,80.05295616681856,546.9,4.1,32.2,4,1,98.2
Tulsi,sandy,small,young,42.3,23.7,93.3,457.3,4.3,12.5,2,0,100.0
Money Plant,loamy,small,young,43.0,33.2,47.3,476.0,6.3,28.2,4,1,96.7
Monstera,sandy,large,young,74.8,21.7,76.62278403129004,167.6,2.9,12.6,3,0,98.6
Peace Lily,sandy,medium,young,56.6,18.5,84.7,197.0,3.4,58.9,3,0,100.0
Monstera,sandy,large,mature,53.4,31.8,61.71823166472423,243.8,3.3,35.8,5,1,100.0
Tulsi,loamy,small,young,53.1,16.3,68.0,578.3,5.2,47.5,3,0,93.7
Areca Palm,sandy,small,young,56.9,21.2,79.1,327.4,4.0,2.8,2,0,100.0
Aloe Vera,sandy,medium,young,26.1,24.9,57.5,669.1,7.3,63.3,1,0,97.0
Jade Plant,sandy,large,young,26.5,31.9,46.1,617.3,9.6,31.3,1,0,98.2
Areca Palm,loamy,large,mature,48.4,17.2,47.2,475.5,5.9,35.4,2,0,88.6
Snake Plant,clay,small,young,34.9,36.3,60.0,334.3,4.7,0.1,2,1,86.9
Areca Palm,loamy,small,young,45.2,15.3,32.4,339.3,4.5,44.9,2,0,92.6
Tulsi,loamy,small,young,42.7,32.3,59.1,453.3,5.0,13.8,4,0,100.0
Snake Plant,loamy,large,young,15.9,24.4,25.8,380.8,4.6,3.7,2,1,97.1
Aloe Vera,sandy,small,mature,5.1,19.5,51.7,1018.6,9.2,10.7,1,1,100.0
Areca Palm,sandy,small,seedling,62.6,23.3,72.1,423.8,6.6,12.6,3,0,97.4
Spider Plant,clay,large,seedling,46.2,24.3,91.3,902.3,8.3,13.6,2,0,100.0
Aloe Vera,loamy,medium,mature,14.3,32.5,44.2,769.6,8.7,52.7,1,0,97.9
Areca Palm,clay,medium,seedling,50.7,22.7,78.0,581.2,4.7,13.5,4,0,100.0
Snake Plant,loamy,large,seedling,15.0,18.7,86.3,938.1,8.0,6.1,1,1,89.7
Money Plant,sandy,large,mature,51.4,27.1,83.6,400.8,5.4,35.7,2,0,98.3
Fern,clay,medium,young,62.3,17.8,85.76660112251407,245.5,3.1,22.4,5,0,88.5
Spider Plant,clay,medium,young,44.8,19.9,87.2,801.5,8.5,69.7,2,0,100.0
Tulsi,clay,large,seedling,66.4,20.0,89.8,304.2,5.5,6.8,2,0,96.8
Peace Lily,clay,large,young,81.9,30.4,65.81069248667752,260.5,3.1,7.8,4,0,100.0
Monstera,loamy,large,seedling,60.2,19.5,73.00696156925385,111.1,4.0,52.4,5,0,98.6
Monstera,clay,medium,seedling,45.6,16.5,88.47823732478261,119.8,3.7,54.5,5,1,62.6
Tulsi,loamy,large,seedling,52.0,24.3,40.7,310.0,6.9,25.1,4,0,95.7
Jade Plant,sandy,large,seedling,24.2,34.3,35.9,659.3,10.0,39.8,1,1,92.8
Peace Lily,loamy,small,seedling,77.4,35.9,70.35925796286114,147.7,2.7,40.3,5,0,80.1
Snake Plant,loamy,small,seedling,14.1,29.3,49.5,617.3,8.6,31.9,2,1,86.2
Fern,sandy,medium,mature,56.5,23.5,87.109795588174,380.0,5.8,60.8,5,0,100.0
Fern,clay,small,seedling,73.3,26.0,80.73651262944719,132.5,3.7,66.6,3,0,97.5
Spider Plant,loamy,medium,seedling,33.1,28.6,53.2,1088.1,7.4,28.7,2,0,100.0
Areca Palm,loamy,large,young,67.0,18.7,67.8,555.2,4.7,28.2,2,0,95.4
Fern,sandy,small,seedling,50.6,36.7,84.89735615500356,231.2,4.0,71.5,4,1,64.7
Areca Palm,clay,large,seedling,60.9,23.6,33.3,313.9,4.0,66.0,4,0,100.0
Areca Palm,sandy,large,seedling,39.7,24.6,40.9,454.3,5.7,4.7,2,1,95.5
Areca Palm,clay,small,mature,51.3,24.1,89.2,319.9,6.8,29.0,4,0,100.0
Money Plant,clay,medium,mature,61.6,22.8,63.5,462.3,6.3,20.7,4,0,100.0
Monstera,clay,large,seedling,55.3,21.6,86.13385068437438,387.4,4.0,25.5,5,0,100.0
Fern,loamy,medium,young,77.0,17.5,91.21164127844239,292.7,3.7,67.7,4,0,87.4
Snake Plant,clay,medium,seedling,42.5,22.3,43.9,653.2,8.5,10.9,1,0,100.0
Snake Plant,loamy,medium,mature,28.2,23.5,84.3,588.2,5.6,48.6,2,0,99.2
Jade Plant,clay,medium,seedling,32.2,15.0,50.7,1102.3,8.0,63.5,1,0,76.8
Aloe Vera,clay,small,young,10.5,19.2,50.2,983.2,9.5,0.8,1,0,95.2
Tulsi,clay,small,seedling,72.5,24.1,58.3,583.4,5.0,29.0,2,0,100.0
Snake Plant,sandy,large,young,52.1,15.2,63.4,423.9,5.3,25.0,2,0,92.8
Areca Palm,sandy,small,seedling,34.2,32.7,51.3,357.5,5.4,65.0,3,1,71.8
Money Plant,sandy,medium,seedling,54.5,17.6,70.2,482.9,5.3,67.3,2,0,81.1
